label,seq_words,input_x
0,"['between', 'yea', 'and', 'nay', 'how', 'much', 'difference', 'is', 'there', 'between', 'good', 'and', 'evil', 'how', 'great', 'is', 'the', 'distance', 'what', 'others', 'fear', 'one', 'must', 'also', 'fear', 'the', 'multitude', 'are', 'joyous', 'as', 'if', 'partaking', 'of', 'the', 'offering', 'or', 'going', 'up', 'to', 'a', 'terrace', 'in', 'spring', 'i', 'alone', 'am', 'inactive', 'and', 'reveal', 'no', 'signs', 'and', 'wax', 'without', 'having', 'reached', 'the', 'limit', 'like', 'a', 'baby', 'that', 'has', 'not', 'yet', 'learned', 'to', 'smile', 'listless', 'as', 'though', 'with', 'no', 'home', 'to', 'go', 'back', 'to', 'the', 'multitude', 'all', 'have', 'more', 'than', 'enough', 'i', 'alone', 'seem', 'to', 'be', 'in', 'want', 'my', 'mind', 'is', 'that', 'of', 'a', 'fool', 'how', 'blank', 'vulgar', 'people', 'are', 'clear', 'i', 'alone', 'am', 'drowsy', 'vulgar', 'people', 'are', 'alert', 'i', 'alone', 'am', 'muddled', 'calm', 'like', 'the', 'sea', 'like', 'a', 'high', 'wind', 'that', 'never', 'ceases', 'the', 'multitude', 'all', 'have', 'a', 'purpose', 'i', 'alone', 'am', 'foolish', 'and', 'uncouth', 'i', 'alone', 'am', 'different', 'from', 'others', 'and', 'value', 'being', 'fed', 'by', 'the', 'mother']","[407, 677, 5, 1, 101, 195, 950, 3, 30, 407, 64, 5, 263, 101, 39, 3, 2, 1, 32, 121, 269, 14, 127, 135, 269, 2, 245, 16, 1, 20, 53, 1, 6, 2, 678, 81, 246, 129, 4, 10, 951, 8, 457, 25, 147, 142, 1, 5, 1, 17, 1, 5, 1, 48, 136, 1, 2, 358, 54, 10, 1, 11, 43, 9, 42, 1, 4, 1, 952, 20, 187, 31, 17, 475, 4, 155, 202, 4, 2, 245, 23, 37, 88, 141, 321, 25, 147, 185, 4, 12, 8, 394, 171, 131, 3, 11, 6, 10, 1, 101]"
1,"['when', 'we', 'renounce', 'learning', 'we', 'have', 'no', 'troubles', 'the', 'ready', 'yes', 'and', 'flattering', 'yea', 'small', 'is', 'the', 'difference', 'they', 'display', 'but', 'mark', 'their', 'issues', 'good', 'and', 'ill', 'what', 'space', 'the', 'gulf', 'between', 'shall', 'fill', 'what', 'all', 'men', 'fear', 'is', 'indeed', 'to', 'be', 'feared', 'but', 'how', 'wide', 'and', 'without', 'end', 'is', 'the', 'range', 'of', 'questions', 'asking', 'to', 'be', 'discussed', 'the', 'multitude', 'of', 'men', 'look', 'satisfied', 'and', 'pleased', 'as', 'if', 'enjoying', 'a', 'full', 'banquet', 'as', 'if', 'mounted', 'on', 'a', 'tower', 'in', 'spring', 'i', 'alone', 'seem', 'listless', 'and', 'still', 'my', 'desires', 'having', 'as', 'yet', 'given', 'no', 'indication', 'of', 'their', 'presence', 'i', 'am', 'like', 'an', 'infant', 'which', 'has', 'not', 'yet', 'smiled', 'i', 'look', 'dejected', 'and', 'forlorn', 'as', 'if', 'i', 'had', 'no', 'home', 'to', 'go', 'to', 'the', 'multitude', 'of', 'men', 'all', 'have', 'enough', 'and', 'to', 'spare', 'i', 'alone', 'seem', 'to', 'have', 'lost', 'everything', 'my', 'mind', 'is', 'that', 'of', 'a', 'stupid', 'man', 'i', 'am', 'in', 'a', 'state', 'of', 'chaos', 'ordinary', 'men', 'look', 'bright', 'and', 'intelligent', 'while', 'i', 'alone', 'seem', 'to', 'be', 'benighted', 'they', 'look', 'full', 'of', 'discrimination', 'while', 'i', 'alone', 'am', 'dull', 'and', 'confused', 'i', 'seem', 'to', 'be', 'carried', 'about', 'as', 'on', 'the', 'sea', 'drifting', 'as', 'if', 'i', 'had', 'nowhere', 'to', 'rest', 'all', 'men', 'have', 'their', 'spheres', 'of', 'action', 'while', 'i', 'alone', 'seem', 'dull', 'and', 'incapable', 'like', 'a', 'rude', 'borderer', 'thus', 'i', 'alone', 'am', 'different', 'from', 'other', 'men', 'but', 'i', 'value', 'the', 'nursing', 'mother', 'the', 'tao']","[24, 62, 530, 354, 62, 37, 17, 957, 2, 958, 1, 5, 1, 677, 93, 3, 2, 950, 33, 398, 38, 1, 28, 926, 64, 5, 322, 32, 406, 2, 1, 407, 113, 337, 32, 23, 56, 269, 3, 430, 4, 12, 497, 38, 101, 1, 5, 48, 107, 3, 2, 1, 6, 1, 1, 4, 12, 1, 2, 245, 6, 56, 201, 959, 5, 1, 20, 53, 1, 10, 168, 1, 20, 53, 1, 44, 10, 960, 8, 457, 25, 147, 185, 952, 5, 122, 171, 177, 136, 20, 42, 346, 17, 1, 6, 28, 521, 25, 142, 54]"
0,"['in', 'his', 'every', 'movement', 'a', 'man', 'of', 'great', 'virtue', 'follows', 'the', 'way', 'and', 'the', 'way', 'only', 'as', 'a', 'thing', 'the', 'way', 'is', 'shadowy', 'and', 'indistinct', 'indistinct', 'and', 'shadowy', 'yet', 'within', 'it', 'is', 'an', 'image', 'shadowy', 'and', 'indistinct', 'yet', 'within', 'it', 'is', 'a', 'substance', 'dim', 'and', 'dark', 'yet', 'within', 'it', 'is', 'an', 'essence', 'this', 'essence', 'is', 'quite', 'genuine', 'and', 'within', 'it', 'is', 'something', 'that', 'can', 'be', 'tested', 'from', 'the', 'present', 'back', 'to', 'antiquity', 'its', 'name', 'never', 'deserted', 'it', 'it', 'serves', 'as', 'a', 'means', 'for', 'inspecting', 'the', 'fathers', 'of', 'the', 'multitude', 'how', 'do', 'i', 'know', 'that', 'the', 'fathers', 'of', 'the', 'multitude', 'are', 'like', 'that', 'by', 'means', 'of', 'this']","[8, 18, 309, 336, 10, 76, 6, 39, 58, 964, 2, 29, 5, 2, 29, 105, 20, 10, 118, 2, 29, 3, 420, 5, 501, 501, 5, 420, 42, 231, 7, 3, 71, 419, 420, 5, 501, 42, 231, 7, 3, 10, 499, 1, 5, 965, 42, 231, 7, 3, 71, 680, 34, 680, 3, 1, 966, 5, 231, 7, 3, 210, 11, 46, 12, 1, 27, 2, 506, 202, 4, 502, 21, 90, 98, 1, 7, 7, 641, 20, 10, 223, 52, 1, 2, 967, 6, 2, 245, 101, 47, 25, 61, 11, 2, 967, 6, 2, 245, 16]"
1,"['the', 'grandest', 'forms', 'of', 'active', 'force', 'from', 'tao', 'come', 'their', 'only', 'source', 'who', 'can', 'of', 'tao', 'the', 'nature', 'tell', 'our', 'sight', 'it', 'flies', 'our', 'touch', 'as', 'well', 'eluding', 'sight', 'eluding', 'touch', 'the', 'forms', 'of', 'things', 'all', 'in', 'it', 'crouch', 'eluding', 'touch', 'eluding', 'sight', 'there', 'are', 'their', 'semblances', 'all', 'right', 'profound', 'it', 'is', 'dark', 'and', 'obscure', 'things', 'essences', 'all', 'there', 'endure', 'those', 'essences', 'the', 'truth', 'enfold', 'of', 'what', 'when', 'seen', 'shall', 'then', 'be', 'told', 'now', 'it', 'is', 'so', 'twas', 'so', 'of', 'old', 'its', 'name', 'what', 'passes', 'not', 'away', 'so', 'in', 'their', 'beautiful', 'array', 'things', 'form', 'and', 'never', 'know', 'decay', 'how', 'know', 'i', 'that', 'it', 'is', 'so', 'with', 'all', 'the', 'beauties', 'of', 'existing', 'things', 'by', 'this', 'nature', 'of', 'the', 'tao']","[2, 1, 535, 6, 681, 359, 27, 35, 130, 28, 105, 495, 15, 46, 6, 35, 2, 431, 1, 157, 344, 7, 1, 157, 473, 20, 421, 536, 344, 536, 473, 2, 535, 6, 41, 23, 8, 7, 1, 536, 473, 536, 344, 30, 16, 28, 1, 23, 175, 656, 7, 3, 965, 5, 653, 41, 968, 23, 30, 238, 66, 968, 2, 969, 970, 6, 32, 24, 313, 113, 103, 12, 1, 224, 7, 3, 50, 1, 50, 6, 138, 21, 90, 32, 971, 9, 219, 50, 8, 28, 284, 1, 41, 488, 5, 98, 61, 670, 101, 61]"
0,"['bowed', 'down', 'then', 'preserved', 'bent', 'then', 'straight', 'hollow', 'then', 'full', 'worn', 'then', 'new', 'a', 'little', 'then', 'benefited', 'a', 'lot', 'then', 'perplexed', 'therefore', 'the', 'sage', 'embraces', 'the', 'one', 'and', 'is', 'a', 'model', 'for', 'the', 'empire', 'he', 'does', 'not', 'show', 'himself', 'and', 'so', 'is', 'conspicuous', 'he', 'does', 'not', 'consider', 'himself', 'right', 'and', 'so', 'is', 'illustrious', 'he', 'does', 'not', 'brag', 'and', 'so', 'has', 'merit', 'he', 'does', 'not', 'boast', 'and', 'so', 'endures', 'it', 'is', 'because', 'he', 'does', 'not', 'contend', 'that', 'no', 'one', 'in', 'the', 'empire', 'is', 'in', 'a', 'position', 'to', 'contend', 'with', 'him', 'the', 'way', 'the', 'ancients', 'had', 'it', 'bowed', 'down', 'then', 'preserved', 'is', 'no', 'empty', 'saying', 'truly', 'it', 'enables', 'one', 'to', 'be', 'preserved', 'to', 'the', 'end']","[973, 360, 103, 335, 974, 103, 682, 1, 103, 168, 510, 103, 516, 10, 529, 103, 1, 10, 537, 103, 628, 49, 2, 60, 1, 2, 14, 5, 3, 10, 361, 52, 2, 67, 13, 36, 9, 254, 89, 5, 50, 3, 975, 13, 36, 9, 538, 89, 175, 5, 50, 3, 976, 13, 36, 9, 977, 5, 50, 43, 234, 13, 36, 9, 860, 5, 50, 931, 7, 3, 80, 13, 36, 9, 411, 11, 17, 14, 8, 2, 67, 3, 8, 10, 146, 4, 411, 31, 55, 2, 29, 2, 539, 221, 7, 973, 360, 103, 335, 3]"
1,"['the', 'partial', 'becomes', 'complete', 'the', 'crooked', 'straight', 'the', 'empty', 'full', 'the', 'worn', 'out', 'new', 'he', 'whose', 'desires', 'are', 'few', 'gets', 'them', 'he', 'whose', 'desires', 'are', 'many', 'goes', 'astray', 'therefore', 'the', 'sage', 'holds', 'in', 'his', 'embrace', 'the', 'one', 'thing', 'of', 'humility', 'and', 'manifests', 'it', 'to', 'all', 'the', 'world', 'he', 'is', 'free', 'from', 'self', 'display', 'and', 'therefore', 'he', 'shines', 'from', 'self', 'assertion', 'and', 'therefore', 'he', 'is', 'distinguished', 'from', 'self', 'boasting', 'and', 'therefore', 'his', 'merit', 'is', 'acknowledged', 'from', 'self', 'complacency', 'and', 'therefore', 'he', 'acquires', 'superiority', 'it', 'is', 'because', 'he', 'is', 'thus', 'free', 'from', 'striving', 'that', 'therefore', 'no', 'one', 'in', 'the', 'world', 'is', 'able', 'to', 'strive', 'with', 'him', 'that', 'saying', 'of', 'the', 'ancients', 'that', 'the', 'partial', 'becomes', 'complete', 'was', 'not', 'vainly', 'spoken', 'all', 'real', 'completion', 'is', 'comprehended', 'under', 'it']","[2, 978, 242, 271, 2, 979, 682, 2, 213, 168, 2, 510, 137, 516, 13, 256, 177, 16, 274, 540, 22, 13, 256, 177, 16, 275, 244, 980, 49, 2, 60, 658, 8, 18, 339, 2, 14, 118, 6, 981, 5, 1, 7, 4, 23, 2, 75, 13, 3, 179, 27, 260, 398, 5, 49, 13, 683, 27, 260, 1, 5, 49, 13, 3, 627, 27, 260, 1, 5, 49, 18, 234, 3, 982, 27, 260, 1, 5, 49, 13, 1, 983, 7, 3, 80, 13, 3, 69, 179, 27, 839, 11, 49, 17, 14, 8, 2, 75, 3, 139]"
0,"['to', 'use', 'words', 'but', 'rarely', 'is', 'to', 'be', 'natural', 'hence', 'a', 'gusty', 'wind', 'cannot', 'last', 'all', 'morning', 'and', 'a', 'sudden', 'downpour', 'cannot', 'last', 'all', 'day', 'who', 'is', 'it', 'that', 'produces', 'these', 'heaven', 'and', 'earth', 'if', 'even', 'heaven', 'and', 'earth', 'cannot', 'go', 'on', 'forever', 'much', 'less', 'can', 'man', 'that', 'is', 'why', 'one', 'follows', 'the', 'way', 'a', 'man', 'of', 'the', 'way', 'conforms', 'to', 'the', 'way', 'a', 'man', 'of', 'virtue', 'conforms', 'to', 'virtue', 'a', 'man', 'of', 'loss', 'conforms', 'to', 'loss', 'he', 'who', 'conforms', 'to', 'the', 'way', 'is', 'gladly', 'accepted', 'by', 'the', 'way', 'he', 'who', 'conforms', 'to', 'virtue', 'is', 'gladly', 'accepted', 'by', 'virtue', 'he', 'who', 'conforms', 'to', 'loss', 'is', 'gladly', 'accepted', 'by', 'loss', 'when', 'there', 'is', 'not', 'enough', 'faith', 'there', 'is', 'lack', 'of', 'good', 'faith']","[4, 100, 145, 38, 984, 3, 4, 12, 362, 82, 10, 1, 679, 73, 299, 23, 985, 5, 10, 986, 1, 73, 299, 23, 174, 15, 3, 7, 11, 341, 94, 51, 5, 74, 53, 247, 51, 5, 74, 73, 155, 44, 1, 195, 323, 46, 76, 11, 3, 132, 14, 964, 2, 29, 10, 76, 6, 2, 29, 363, 4, 2, 29, 10, 76, 6, 58, 363, 4, 58, 10, 76, 6, 364, 363, 4, 364, 13, 15, 363, 4, 2, 29, 3, 685, 541, 26, 2, 29, 13, 15, 363, 4, 58, 3, 685, 541, 26, 58, 13]"
1,"['abstaining', 'from', 'speech', 'marks', 'him', 'who', 'is', 'obeying', 'the', 'spontaneity', 'of', 'his', 'nature', 'a', 'violent', 'wind', 'does', 'not', 'last', 'for', 'a', 'whole', 'morning', 'a', 'sudden', 'rain', 'does', 'not', 'last', 'for', 'the', 'whole', 'day', 'to', 'whom', 'is', 'it', 'that', 'these', 'two', 'things', 'are', 'owing', 'to', 'heaven', 'and', 'earth', 'if', 'heaven', 'and', 'earth', 'cannot', 'make', 'such', 'spasmodic', 'actings', 'last', 'long', 'how', 'much', 'less', 'can', 'man', 'therefore', 'when', 'one', 'is', 'making', 'the', 'tao', 'his', 'business', 'those', 'who', 'are', 'also', 'pursuing', 'it', 'agree', 'with', 'him', 'in', 'it', 'and', 'those', 'who', 'are', 'making', 'the', 'manifestation', 'of', 'its', 'course', 'their', 'object', 'agree', 'with', 'him', 'in', 'that', 'while', 'even', 'those', 'who', 'are', 'failing', 'in', 'both', 'these', 'things', 'agree', 'with', 'him', 'where', 'they', 'fail', 'hence', 'those', 'with', 'whom', 'he', 'agrees', 'as', 'to', 'the', 'tao', 'have', 'the', 'happiness', 'of', 'attaining', 'to', 'it', 'those', 'with', 'whom', 'he', 'agrees', 'as', 'to', 'its', 'manifestation', 'have', 'the', 'happiness', 'of', 'attaining', 'to', 'it', 'and', 'those', 'with', 'whom', 'he', 'agrees', 'in', 'their', 'failure', 'have', 'also', 'the', 'happiness', 'of', 'attaining', 'to', 'the', 'tao', 'but', 'when', 'there', 'is', 'not', 'faith', 'sufficient', 'on', 'his', 'part', 'a', 'want', 'of', 'faith', 'in', 'him', 'ensues', 'on', 'the', 'part', 'of', 'the', 'others']","[1, 27, 330, 987, 55, 15, 3, 1, 2, 1, 6, 18, 431, 10, 432, 679, 36, 9, 299, 52, 10, 232, 985, 10, 986, 1, 36, 9, 299, 52, 2, 232, 174, 4, 351, 3, 7, 11, 94, 162, 41, 16, 1, 4, 51, 5, 74, 53, 51, 5, 74, 73, 125, 183, 1, 1, 299, 109, 101, 195, 323, 46, 76, 49, 24, 14, 3, 365, 2, 35, 18, 1, 66, 15, 16, 135, 1, 7, 686, 31, 55, 8, 7, 5, 66, 15, 16, 365, 2, 675, 6, 21, 266, 28, 988, 686, 31, 55, 8, 11]"
0,"['he', 'who', 'tiptoes', 'cannot', 'stand', 'he', 'who', 'strides', 'cannot', 'walk', 'he', 'who', 'shows', 'himself', 'is', 'not', 'conspicuous', 'he', 'who', 'considers', 'himself', 'right', 'is', 'not', 'illustrious', 'he', 'who', 'brags', 'will', 'have', 'no', 'merit', 'he', 'who', 'boasts', 'will', 'not', 'endure', 'from', 'the', 'point', 'of', 'view', 'of', 'the', 'way', 'these', 'are', 'excessive', 'food', 'and', 'useless', 'excresences', 'as', 'there', 'are', 'things', 'that', 'detest', 'them', 'he', 'who', 'has', 'the', 'way', 'does', 'not', 'abide', 'in', 'them']","[13, 15, 991, 73, 992, 13, 15, 1, 73, 993, 13, 15, 1, 89, 3, 9, 975, 13, 15, 994, 89, 175, 3, 9, 976, 13, 15, 1, 19, 37, 17, 234, 13, 15, 1, 19, 9, 238, 27, 2, 303, 6, 995, 6, 2, 29, 94, 16, 542, 543, 5, 1, 1, 20, 30, 16, 41, 11, 690, 22, 13, 15, 43, 2, 29, 36, 9, 996, 8, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['he', 'who', 'stands', 'on', 'his', 'tiptoes', 'does', 'not', 'stand', 'firm', 'he', 'who', 'stretches', 'his', 'legs', 'does', 'not', 'walk', 'easily', 'so', 'he', 'who', 'displays', 'himself', 'does', 'not', 'shine', 'he', 'who', 'asserts', 'his', 'own', 'views', 'is', 'not', 'distinguished', 'he', 'who', 'vaunts', 'himself', 'does', 'not', 'find', 'his', 'merit', 'acknowledged', 'he', 'who', 'is', 'self', 'conceited', 'has', 'no', 'superiority', 'allowed', 'to', 'him', 'such', 'conditions', 'viewed', 'from', 'the', 'standpoint', 'of', 'the', 'tao', 'are', 'like', 'remnants', 'of', 'food', 'or', 'a', 'tumour', 'on', 'the', 'body', 'which', 'all', 'dislike', 'hence', 'those', 'who', 'pursue', 'the', 'course', 'of', 'the', 'tao', 'do', 'not', 'adopt', 'and', 'allow', 'them']","[13, 15, 997, 44, 18, 991, 36, 9, 992, 276, 13, 15, 1, 18, 1, 36, 9, 993, 434, 50, 13, 15, 1, 89, 36, 9, 1, 13, 15, 1, 18, 123, 947, 3, 9, 627, 13, 15, 1, 89, 36, 9, 366, 18, 234, 982, 13, 15, 3, 260, 1, 43, 17, 983, 998, 4, 55, 183, 649, 1, 27, 2, 1, 6, 2, 35, 16, 54, 1, 6, 543, 81, 10, 1, 44, 2, 220, 40, 23, 622, 82, 66, 15, 999, 2, 266, 6, 2, 35, 47, 9, 1, 5, 772, 22, 0, 0, 0, 0, 0]"
0,"['there', 'is', 'a', 'thing', 'confusedly', 'formed', 'born', 'before', 'heaven', 'and', 'earth', 'silent', 'and', 'void', 'it', 'stands', 'alone', 'and', 'does', 'not', 'change', 'goes', 'round', 'and', 'does', 'not', 'weary', 'it', 'is', 'capable', 'of', 'being', 'the', 'mother', 'of', 'the', 'world', 'i', 'know', 'not', 'its', 'name', 'so', 'i', 'style', 'it', 'the', 'way', 'i', 'give', 'it', 'the', 'makeshift', 'name', 'of', 'the', 'great', 'being', 'great', 'it', 'is', 'further', 'described', 'as', 'receding', 'receding', 'it', 'is', 'described', 'as', 'far', 'away', 'being', 'far', 'away', 'it', 'is', 'described', 'as', 'turning', 'back', 'hence', 'the', 'way', 'is', 'great', 'heaven', 'is', 'great', 'earth', 'is', 'great', 'the', 'king', 'is', 'also', 'great', 'within', 'the', 'realm', 'there', 'are', 'four', 'things', 'that', 'are', 'great', 'and', 'the', 'king', 'counts', 'as', 'one', 'man', 'models', 'himself', 'on', 'earth', 'earth', 'on', 'heaven', 'heaven', 'on', 'the', 'way', 'and', 'the', 'way', 'on', 'that', 'which', 'is', 'naturally', 'so']","[30, 3, 10, 118, 1, 1, 691, 128, 51, 5, 74, 1, 5, 471, 7, 997, 147, 5, 36, 9, 490, 244, 1000, 5, 36, 9, 1001, 7, 3, 631, 6, 63, 2, 144, 6, 2, 75, 25, 61, 9, 21, 90, 50, 25, 1, 7, 2, 29, 25, 163, 7, 2, 904, 90, 6, 2, 39, 63, 39, 7, 3, 544, 692, 20, 1, 1, 7, 3, 692, 20, 367, 219, 63, 367, 219, 7, 3, 692, 20, 1, 202, 82, 2, 29, 3, 39, 51, 3, 39, 74, 3, 39, 2, 273, 3, 135, 39, 231, 2, 503]"
1,"['there', 'was', 'something', 'undefined', 'and', 'complete', 'coming', 'into', 'existence', 'before', 'heaven', 'and', 'earth', 'how', 'still', 'it', 'was', 'and', 'formless', 'standing', 'alone', 'and', 'undergoing', 'no', 'change', 'reaching', 'everywhere', 'and', 'in', 'no', 'danger', 'of', 'being', 'exhausted', 'it', 'may', 'be', 'regarded', 'as', 'the', 'mother', 'of', 'all', 'things', 'i', 'do', 'not', 'know', 'its', 'name', 'and', 'i', 'give', 'it', 'the', 'designation', 'of', 'the', 'tao', 'the', 'way', 'or', 'course', 'making', 'an', 'effort', 'further', 'to', 'give', 'it', 'a', 'name', 'i', 'call', 'it', 'the', 'great', 'great', 'it', 'passes', 'on', 'in', 'constant', 'flow', 'passing', 'on', 'it', 'becomes', 'remote', 'having', 'become', 'remote', 'it', 'returns', 'therefore', 'the', 'tao', 'is', 'great', 'heaven', 'is', 'great', 'earth', 'is', 'great', 'and', 'the', 'sage', 'king', 'is', 'also', 'great', 'in', 'the', 'universe', 'there', 'are', 'four', 'that', 'are', 'great', 'and', 'the', 'sage', 'king', 'is', 'one', 'of', 'them', 'man', 'takes', 'his', 'law', 'from', 'the', 'earth', 'the', 'earth', 'takes', 'its', 'law', 'from', 'heaven', 'heaven', 'takes', 'its', 'law', 'from', 'the', 'tao', 'the', 'law', 'of', 'the', 'tao', 'is', 'its', 'being', 'what', 'it', 'is']","[30, 83, 210, 1, 5, 271, 1, 116, 329, 128, 51, 5, 74, 101, 122, 7, 83, 5, 899, 1, 147, 5, 1, 17, 490, 545, 1, 5, 8, 17, 318, 6, 63, 615, 7, 95, 12, 648, 20, 2, 144, 6, 23, 41, 25, 47, 9, 61, 21, 90, 5, 25, 163, 7, 2, 1, 6, 2, 35, 2, 29, 81, 266, 365, 71, 659, 544, 4, 163, 7, 10, 90, 25, 283, 7, 2, 39, 39, 7, 971, 44, 8, 143, 1, 1, 44, 7, 242, 1, 136, 99, 1, 7, 654, 49, 2, 35, 3, 39, 51]"
0,"['the', 'heavy', 'is', 'the', 'root', 'of', 'the', 'light', 'the', 'still', 'is', 'the', 'lord', 'of', 'the', 'restless', 'therefore', 'the', 'gentleman', 'when', 'travelling', 'all', 'day', 'never', 'lets', 'the', 'heavily', 'laden', 'carts', 'out', 'of', 'his', 'sight', 'it', 'is', 'only', 'when', 'he', 'is', 'safely', 'behind', 'walls', 'and', 'watch', 'towers', 'that', 'he', 'rests', 'peacefully', 'and', 'is', 'above', 'worries', 'how', 'then', 'should', 'a', 'ruler', 'of', 'ten', 'thousand', 'chariots', 'make', 'light', 'of', 'his', 'own', 'person', 'in', 'the', 'eyes', 'of', 'the', 'empire', 'if', 'light', 'then', 'the', 'root', 'is', 'lost', 'if', 'restless', 'then', 'the', 'lord', 'is', 'lost']","[2, 1, 3, 2, 181, 6, 2, 277, 2, 122, 3, 2, 324, 6, 2, 1, 49, 2, 694, 24, 546, 23, 174, 98, 1, 2, 1, 1, 1, 137, 6, 18, 344, 7, 3, 105, 24, 13, 3, 1, 290, 871, 5, 919, 1, 11, 13, 1, 1, 5, 3, 435, 676, 101, 103, 92, 10, 320, 6, 369, 695, 1, 125, 277, 6, 18, 123, 140, 8, 2, 310, 6, 2, 67, 53, 277, 103, 2, 181, 3, 188, 53, 1, 103, 2, 324, 3, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['gravity', 'is', 'the', 'root', 'of', 'lightness', 'stillness', 'the', 'ruler', 'of', 'movement', 'therefore', 'a', 'wise', 'prince', 'marching', 'the', 'whole', 'day', 'does', 'not', 'go', 'far', 'from', 'his', 'baggage', 'waggons', 'although', 'he', 'may', 'have', 'brilliant', 'prospects', 'to', 'look', 'at', 'he', 'quietly', 'remains', 'in', 'his', 'proper', 'place', 'indifferent', 'to', 'them', 'how', 'should', 'the', 'lord', 'of', 'a', 'myriad', 'chariots', 'carry', 'himself', 'lightly', 'before', 'the', 'kingdom', 'if', 'he', 'do', 'act', 'lightly', 'he', 'has', 'lost', 'his', 'root', 'of', 'gravity', 'if', 'he', 'proceed', 'to', 'active', 'movement', 'he', 'will', 'lose', 'his', 'throne']","[1, 3, 2, 181, 6, 1, 166, 2, 320, 6, 336, 49, 10, 941, 696, 1, 2, 232, 174, 36, 9, 155, 367, 27, 18, 1, 1, 1, 13, 95, 37, 1, 1, 4, 201, 72, 13, 1, 1, 8, 18, 547, 84, 1, 4, 22, 101, 92, 2, 324, 6, 10, 111, 1, 305, 89, 425, 128, 2, 200, 53, 13, 47, 180, 425, 13, 43, 188, 18, 181, 6, 1, 53, 13, 857, 4, 681, 336, 13, 19, 206, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,"['one', 'who', 'excels', 'in', 'travelling', 'leaves', 'no', 'wheel', 'tracks', 'one', 'who', 'excels', 'in', 'speech', 'makes', 'no', 'slips', 'one', 'who', 'excels', 'in', 'reckoning', 'uses', 'no', 'counting', 'rods', 'one', 'who', 'excels', 'in', 'shutting', 'uses', 'no', 'bolts', 'yet', 'what', 'he', 'has', 'shut', 'cannot', 'be', 'opened', 'one', 'who', 'excels', 'in', 'tying', 'uses', 'no', 'cords', 'yet', 'what', 'he', 'has', 'tied', 'cannot', 'be', 'undone', 'therefore', 'the', 'sage', 'always', 'excels', 'in', 'saving', 'people', 'and', 'so', 'abandons', 'no', 'one', 'always', 'excels', 'in', 'saving', 'things', 'and', 'so', 'abandons', 'nothing', 'this', 'is', 'called', 'following', 'one', 's', 'discernment', 'hence', 'the', 'good', 'man', 'is', 'the', 'teacher', 'the', 'bad', 'learns', 'from', 'and', 'the', 'bad', 'man', 'is', 'the', 'material', 'the', 'good', 'works', 'on', 'not', 'to', 'value', 'the', 'teacher', 'nor', 'to', 'love', 'the', 'material', 'though', 'it', 'seems', 'clever', 'betrays', 'great', 'bewilderment', 'this', 'is', 'called', 'the', 'essential', 'and', 'the', 'secret']","[14, 15, 159, 8, 546, 697, 17, 868, 1, 14, 15, 159, 8, 330, 106, 17, 1, 14, 15, 159, 8, 1, 233, 17, 1, 1, 14, 15, 159, 8, 858, 233, 17, 1, 42, 32, 13, 43, 307, 73, 12, 1, 14, 15, 159, 8, 1, 233, 17, 1, 42, 32, 13, 43, 1, 73, 12, 436, 49, 2, 60, 108, 159, 8, 548, 45, 5, 50, 1, 17, 14, 108, 159, 8, 548, 41, 5, 50, 1, 78, 34, 3, 70, 456, 14, 65, 264, 82, 2, 64, 76, 3, 2, 1, 2, 285, 698, 27, 5, 2]"
